ID,Source,Severity,Start_Time,End_Time,latitude,longitude,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-815,Source2,2,2016-06-21 21:18:10,2016-06-21 21:48:10,38.556145,-121.443192,,,0.0,Accident on US-50 Eastbound at Exit 7 Stockton Blvd.,El Dorado Fwy E,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,2016-06-21 20:53:00,80.1,,23.0,29.88,10.0,SSW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-816,Source2,3,2016-06-21 21:39:20,2016-06-21 22:09:20,38.74008900000001,-121.273468,,,0.0,Accident on I-80 Eastbound at Exits 103 103A 103B Sunrise Ave.,I-80 E,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2016-06-21 21:35:00,80.6,,23.0,29.89,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-817,Source2,3,2016-06-21 21:42:40,2016-06-21 22:27:40,38.74008900000001,-121.273468,,,0.0,Accident on I-80 Eastbound at Exits 103 103A 103B Sunrise Ave.,I-80 E,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2016-06-21 21:35:00,80.6,,23.0,29.89,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-818,Source2,2,2016-06-21 21:33:47,2016-06-21 22:18:47,38.74398400000001,-121.226074,,,0.0,Accident on County Hwy-E3 Sierra College Blvd at Douglas Blvd.,Douglas Blvd,Granite Bay,Placer,CA,95746,US,US/Pacific,KMCC,2016-06-21 21:35:00,80.6,,23.0,29.89,10.0,SSW,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-819,Source2,2,2016-06-21 21:45:26,2016-06-21 22:15:26,38.477348,-122.73214,,,0.0,Accident on US-101 Northbound at Exit 492 Mendocino Ave.,US-101 N,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,2016-06-21 21:53:00,59.0,,69.0,29.92,8.0,South,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-820,Source2,3,2016-06-21 22:01:11,2016-06-21 22:31:11,37.364136,-122.124481,,,0.0,Accident on I-280 Southbound at Exit 16 El Monte Rd.,I-280 S,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,2016-06-21 21:56:00,64.0,,73.0,30.01,10.0,North,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-821,Source2,3,2016-06-21 22:02:04,2016-06-21 22:32:04,37.314922,-121.910576,,,0.0,Accident on I-280 Northbound at Exits 4 5A Parkmoor Ave.,Sinclair Fwy N,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2016-06-21 21:53:00,64.9,,63.0,29.99,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-822,Source2,2,2016-06-21 22:26:36,2016-06-21 22:56:36,37.955566,-122.370888,,,0.0,Accident on Martin Dr Eastbound at Ellison Ln.,Martin Dr,Richmond,Contra Costa,CA,94801-1702,US,US/Pacific,KCCR,2016-06-21 22:53:00,72.0,,38.0,29.89,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-823,Source2,3,2016-06-21 22:55:09,2016-06-21 23:25:09,38.501938,-121.789146,,,0.0,Accident on I-80 Eastbound at Exit 69 Kidwell Rd.,CA-113 N,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,2016-06-21 22:55:00,69.8,,40.0,29.89,10.0,South,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-824,Source2,2,2016-06-21 23:46:57,2016-06-22 00:31:57,38.714298,-121.540237,,,0.0,Accident on CA-99 El Centro Blvd Southbound at Exit 309 Elverta Rd.,W Elverta Rd,Sacramento,Sacramento,CA,95836,US,US/Pacific,KSMF,2016-06-21 23:53:00,71.1,,41.0,29.87,10.0,SE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-825,Source2,3,2016-06-22 00:29:47,2016-06-22 00:59:47,37.69278,-122.101685,,,0.0,Two lanes blocked due to accident on I-580 Westbound at Exits 34 35 I-238. On the median.,I-580 W,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2016-06-22 00:54:00,59.0,,72.0,30.02,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-826,Source2,2,2016-06-22 00:29:20,2016-06-22 01:30:00,39.267353,-121.02877,,,0.0,Single alternate line traffic due to serious accident on CA-49 Southbound at Broad St.,State Highway 49,Nevada City,Nevada,CA,95959,US,US/Pacific,KGOO,2016-06-22 00:25:00,73.4,,23.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-827,Source2,2,2016-06-22 00:40:26,2016-06-22 01:10:26,39.098984,-122.804314,,,0.0,Accident on CA-20 at Foothill Dr.,Foothill Dr,Nice,Lake,CA,95464,US,US/Pacific,KUKI,2016-06-22 00:56:00,64.0,,54.0,29.94,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-828,Source2,3,2016-06-22 01:24:26,2016-06-22 02:24:26,37.785709,-122.244514,,,0.0,Lane blocked due to accident on I-880 Southbound at Exit 40 16th Ave.,Nimitz Fwy S,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,2016-06-22 01:53:00,57.9,,75.0,29.99,10.0,West,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-829,Source2,2,2016-06-22 01:23:44,2016-06-22 02:23:44,37.996063,-121.785194,,,0.0,Right hand shoulder blocked due to accident on CA-4 Eastbound at Exit 29 Hillcrest Ave.,CA-4 E,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2016-06-22 01:53:00,62.1,,60.0,29.89,10.0,South,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-830,Source2,2,2016-06-22 01:59:16,2016-06-22 02:59:16,38.558533,-122.447746,,,0.0,Lane blocked due to accident on Howell Mountain Rd both ways at Falls Rd.,Howell Mountain Rd S,Angwin,Napa,CA,94508-9650,US,US/Pacific,KSTS,2016-06-22 01:53:00,52.0,,86.0,29.92,7.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-831,Source2,3,2016-06-22 02:01:25,2016-06-22 03:01:25,37.926357,-122.060768,,,0.0,Right hand shoulder blocked due to accident on I-680 Northbound at Exit 48 Sunnyvale Ave.,I-680 S,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,2016-06-22 01:53:00,62.1,,60.0,29.89,10.0,South,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-832,Source2,3,2016-06-22 02:43:31,2016-06-22 03:43:31,37.352432,-121.837746,,,0.0,Right lane blocked due to accident and vehicles spun around on I-680 Northbound at Exits 1B 1C Jackson Ave.,I-680 N,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2016-06-22 07:47:00,64.4,,64.0,30.02,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-833,Source2,2,2016-06-22 03:46:12,2016-06-22 04:46:12,37.301517,-121.876823,,,0.0,Right hand shoulder blocked due to accident on CA-87 Guadalupe Fwy Southbound at County Hwy-G8 Almaden Expy.,Almaden Expy,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2016-06-22 03:53:00,59.0,,78.0,29.97,10.0,NW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-834,Source2,3,2016-06-22 04:31:35,2016-06-22 05:31:35,37.808498,-122.366852,,,0.0,One lane blocked due to accident on I-80 Eastbound at Exit 4A Treasure Is.,San Francisco-Oakland Bay Brg E,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-06-22 04:53:00,55.9,,80.0,29.98,10.0,WNW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-835,Source2,2,2016-06-22 05:53:46,2016-06-22 06:38:46,37.674477,-122.100662,,,0.0,Accident on Princeton St both ways at Bianca Ln.,Princeton St,Hayward,Alameda,CA,94541-3811,US,US/Pacific,KHWD,2016-06-22 05:54:00,57.0,,74.0,30.01,8.0,West,8.1,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-836,Source2,3,2016-06-22 05:45:14,2016-06-22 06:30:14,37.549904,-122.025429,,,0.0,Accident on I-880 Southbound at Exit 19 CA-84 Thornton Ave.,Nimitz Fwy S,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,2016-06-22 06:47:00,57.2,,88.0,29.99,8.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-837,Source2,2,2016-06-22 06:46:30,2016-06-22 07:28:00,38.176636,-122.594177,,,0.0,Right hand shoulder blocked due to accident on US-101 Redwood Hwy Southbound at US-101 Redwood Hwy.,Redwood Hwy S,Novato,Marin,CA,94945,US,US/Pacific,KDVO,2016-06-22 06:55:00,50.0,,94.0,29.98,5.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-838,Source2,2,2016-06-22 06:40:26,2016-06-22 07:25:26,37.590557,-122.36186200000002,,,0.0,Shoulder blocked on exit ramp due to accident on US-101 Northbound at Exits 419A 419B Bayshore Hwy.,US-101 N,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2016-06-22 06:56:00,55.9,,80.0,30.0,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-839,Source2,3,2016-06-22 07:07:21,2016-06-22 07:52:21,38.606236,-121.508064,,,0.0,Right hand shoulder blocked due to accident on I-5 Southbound at Exits 521 521A Garden Hwy.,Garden Hwy,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,2016-06-22 07:15:00,64.4,,56.0,29.92,7.0,SSE,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-840,Source2,3,2016-06-22 08:01:02,2016-06-22 08:46:36,37.57436,-121.88523899999998,,,0.0,#6 lane blocked and right hand shoulder blocked due to accident on I-680 Southbound after Exit 20 Andrade Rd.,Andrade Rd,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,2016-06-22 07:53:00,62.1,,65.0,29.97,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-841,Source2,2,2016-06-22 08:43:06,2016-06-22 09:28:06,38.692123,-120.886917,,,0.0,Fuel spillage on Greenstone Rd at Studebaker Rd.,Greenstone Rd,Placerville,El Dorado,CA,95667-8245,US,US/Pacific,KPVF,2016-06-22 08:35:00,77.0,,24.0,30.03,10.0,SE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-842,Source2,3,2016-06-22 09:11:07,2016-06-22 09:41:07,38.242306,-122.08654,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound near Exits 43 44A Abernathy Rd.,Abernathy Rd,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2016-06-22 08:54:00,62.1,,70.0,29.96,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-843,Source2,2,2016-06-22 09:16:22,2016-06-22 09:46:22,37.036915,-122.042366,,,0.0,Accident on Graham Hill Rd at Lockewood Ln.,Graham Hill Rd,Scotts Valley,Santa Cruz,CA,95066-4304,US,US/Pacific,KWVI,2016-06-22 09:14:00,57.0,,87.0,30.03,8.0,Calm,,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-844,Source2,3,2016-06-22 09:12:40,2016-06-22 09:42:40,37.708939,-121.723686,,,0.0,Left lane blocked due to accident on I-580 Eastbound after Exit 55 Vasco Rd.,I-580 E,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-06-22 08:53:00,66.0,,56.0,29.97,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-845,Source2,2,2016-06-22 09:26:11,2016-06-22 10:11:11,38.094425,-120.944992,,,0.0,One lane blocked due to accident on CA-26 at Wimer Rd.,N Wimer Rd,Linden,San Joaquin,CA,95236-9425,US,US/Pacific,KSCK,2016-06-22 09:55:00,80.1,,32.0,29.93,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-846,Source2,2,2016-06-22 09:47:26,2016-06-22 10:17:26,37.359665,-121.995987,,,0.0,Accident on Cabrillo Ave at County Hwy-G2 Lawrence Expy.,Cabrillo Ave,Santa Clara,Santa Clara,CA,95051,US,US/Pacific,KSJC,2016-06-22 09:53:00,70.0,,53.0,30.0,10.0,NW,6.9,,Clear,False,False,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-847,Source2,3,2016-06-22 10:03:15,2016-06-22 10:33:15,37.986759,-122.31488,,,0.0,#2 &amp; #3 lane blocked due to accident on I-80 Westbound at I-80 Exit 20 / Richmond Pkwy.,Richmond Pkwy,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,2016-06-22 09:53:00,72.0,,43.0,29.92,10.0,SSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-848,Source2,3,2016-06-22 10:04:15,2016-06-22 10:34:15,37.997124,-122.286018,,,0.0,Middle lane blocked due to accident on I-80 Westbound before Exit 22 Pinole Valley Rd.,Pinole Valley Rd,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,2016-06-22 09:53:00,72.0,,43.0,29.92,10.0,SSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-849,Source2,2,2016-06-22 10:08:16,2016-06-22 10:38:16,37.488846,-122.212852,,,0.0,Right hand shoulder blocked due to accident on CA-84 Woodside Rd Northbound before Exit 408 / CA-84 Woodside Rd.,Woodside Rd,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,2016-06-22 09:47:00,66.2,,52.0,30.01,10.0,West,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-850,Source2,2,2016-06-22 10:11:14,2016-06-22 10:56:14,38.578747,-121.307381,,,0.0,Accident on US-50 Eastbound at Exit 15 Mather Field Rd.,US-50 E,Rancho Cordova,Sacramento,CA,95670,US,US/Pacific,KMHR,2016-06-22 09:45:00,73.4,,41.0,29.93,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-851,Source2,3,2016-06-22 10:21:08,2016-06-22 10:51:08,37.598789,-122.060852,,,0.0,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 23 Alvarado Niles Rd.,Alvarado Niles Rd,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,2016-06-22 09:54:00,61.0,,64.0,30.05,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-852,Source2,2,2016-06-22 10:18:36,2016-06-22 10:48:36,38.005135,-122.037445,,,0.0,Accident on CA-4 Eastbound near CA-242.,CA-4 E,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2016-06-22 09:53:00,72.0,,43.0,29.92,10.0,SSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-853,Source2,3,2016-06-22 10:14:58,2016-06-22 10:44:58,37.701225,-121.92247,,,0.0,Accident on I-580 Westbound near I-680.,I-580 W,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,2016-06-22 09:53:00,70.0,,49.0,29.97,10.0,WNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-854,Source2,3,2016-06-22 10:17:01,2016-06-22 11:02:01,38.686363,-121.33287,,,0.0,#1 &amp; #2 lane blocked due to accident on I-80 Westbound at Greenback Ln.,I-80 W,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2016-06-22 10:15:00,75.2,,38.0,29.94,7.0,South,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-855,Source2,2,2016-06-22 10:26:47,2016-06-22 10:56:47,37.506924,-122.341293,,,0.0,Slow lane blocked due to accident on CA-92 Half Moon Bay Rd Eastbound at Canada Rd.,Canada Rd,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,2016-06-22 10:47:00,66.2,,52.0,30.02,10.0,West,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-856,Source2,2,2016-06-22 10:22:06,2016-06-22 10:52:06,36.666836,-121.684853,,,0.0,Accident on Blanco Rd at Davis Rd.,W Blanco Rd,Salinas,Monterey,CA,93901,US,US/Pacific,KSNS,2016-06-22 09:53:00,64.0,,63.0,30.04,8.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-857,Source2,3,2016-06-22 10:33:41,2016-06-22 11:03:41,37.798454,-122.274803,,,0.0,Accident on I-880 Northbound at Broadway.,I-880 S,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2016-06-22 10:53:00,61.0,,70.0,30.03,10.0,Variable,6.9,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-858,Source2,3,2016-06-22 10:49:43,2016-06-22 11:19:43,38.522472,-121.521584,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 515 Seamas Ave.,I-5 N,Sacramento,Sacramento,CA,95822,US,US/Pacific,KSAC,2016-06-22 10:53:00,77.0,,43.0,29.93,10.0,SW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-859,Source2,2,2016-06-22 11:00:11,2016-06-22 11:30:11,38.069008,-122.53876499999998,,,0.0,Right hand shoulder blocked due to accident on US-101 Redwood Hwy Southbound at Ignacio Blvd.,US-101 S,Novato,Marin,CA,94949,US,US/Pacific,KDVO,2016-06-22 10:55:00,69.8,,53.0,29.98,,SW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-860,Source2,2,2016-06-22 11:02:15,2016-06-22 11:32:15,38.149895,-122.451241,,,0.0,Slow lane blocked due to accident on CA-37 Sears Point Rd Westbound at CA-121 Arnold Dr.,Sears Point Rd,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,2016-06-22 10:55:00,68.0,,52.0,30.0,9.0,WNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-861,Source2,3,2016-06-22 10:53:26,2016-06-22 11:23:26,37.910786,-122.31713899999998,,,0.0,Middle lane blocked due to accident on I-80 Westbound at Exit 14B Carlson Blvd.,I-80 E,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,2016-06-22 10:53:00,75.0,,40.0,29.92,10.0,SSW,16.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-862,Source2,2,2016-06-22 10:54:18,2016-06-22 11:24:18,37.861332,-122.210243,,,0.0,Gore point obstructed due to accident on CA-24 Westbound after Exit 7A / Fish Ranch Rd.,Fish Ranch Rd,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,2016-06-22 10:53:00,75.0,,40.0,29.92,10.0,SSW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-863,Source2,2,2016-06-22 10:58:22,2016-06-22 11:28:22,36.992775,-121.957268,,,0.0,Accident on Old San Jose Rd at Oneill Ln.,Old San Jose Rd,Soquel,Santa Cruz,CA,95073,US,US/Pacific,KWVI,2016-06-22 10:53:00,66.9,,63.0,30.03,10.0,SE,4.6,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-864,Source2,2,2016-06-22 10:57:43,2016-06-22 11:27:43,36.609657,-121.898407,,,0.0,Accident on Lighthouse Ave at Reeside Ave.,Reeside Ave,Monterey,Monterey,CA,93940-1809,US,US/Pacific,KMRY,2016-06-22 10:54:00,57.9,,78.0,30.1,8.0,West,10.4,,Scattered Clouds,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-865,Source2,3,2016-06-22 10:52:25,2016-06-22 11:22:25,37.700855,-121.81778,,,0.0,Right hand shoulder blocked due to accident on I-580 Westbound after Airway Blvd.,Airway Blvd,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-06-22 10:53:00,75.0,,41.0,29.97,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-866,Source2,2,2016-06-22 10:57:10,2016-06-22 11:27:10,36.676228,-121.701744,,,0.0,Accident on Blanco Rd at Hitchcock Rd.,W Blanco Rd,Salinas,Monterey,CA,93908-9235,US,US/Pacific,KSNS,2016-06-22 10:53:00,63.0,,67.0,30.05,9.0,West,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-867,Source2,3,2016-06-22 11:04:27,2016-06-22 11:34:27,38.100746,-122.229858,,,0.0,Accident on I-80 Eastbound near Georgia St.,Georgia St,Vallejo,Solano,CA,94590,US,US/Pacific,KAPC,2016-06-22 10:54:00,69.1,,57.0,29.95,10.0,SSW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-868,Source2,3,2016-06-22 11:05:21,2016-06-22 11:35:21,37.495384,-121.923294,,,0.0,Right hand shoulder blocked and slow lane blocked due to accident on I-680 Southbound before Mission Blvd.,I-680 S,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2016-06-22 10:56:00,66.9,,63.0,30.03,10.0,North,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-869,Source2,3,2016-06-22 11:03:22,2016-06-22 11:33:22,37.434715,-121.888161,,,0.0,#3 &amp; #4 lane blocked due to accident on I-680 Southbound before Exit 8 / CA-237.,E Calaveras Blvd,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2016-06-22 10:53:00,72.0,,49.0,30.01,10.0,WNW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-870,Source2,3,2016-06-22 11:11:09,2016-06-22 11:41:09,37.588905,-121.870926,,,0.0,Accident and spillage on I-680 Southbound after CA-84 Calaveras Rd.,I-680 S,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,2016-06-22 10:53:00,75.0,,41.0,29.97,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-871,Source2,3,2016-06-22 11:21:36,2016-06-22 11:51:36,38.022526,-122.262299,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound near Exit 24 Willow Ave.,I-80 E,Hercules,Contra Costa,CA,94547,US,US/Pacific,KCCR,2016-06-22 10:53:00,75.0,,40.0,29.92,10.0,SSW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-872,Source2,3,2016-06-22 11:19:53,2016-06-22 11:49:53,37.740906,-122.196472,,,0.0,Right hand shoulder blocked due to accident on I-880 Northbound at Exit 36 / Hegenberger Rd / Edes Ave.,I-880 N,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,2016-06-22 11:10:00,62.1,,67.0,30.03,10.0,West,8.1,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-873,Source2,3,2016-06-22 11:18:40,2016-06-22 11:48:40,38.02545900000001,-122.112236,,,0.0,Right hand shoulder blocked due to accident on I-680 Southbound before Exit 56 / Marina Vista Ave.,I-680 S,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,2016-06-22 10:53:00,75.0,,40.0,29.92,10.0,SSW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-874,Source2,3,2016-06-22 11:24:04,2016-06-22 11:54:04,37.605614,-121.872658,,,0.0,Accident on I-680 Southbound at Exit 22 Koopman Rd.,I-680 S,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,2016-06-22 11:53:00,78.1,,37.0,29.97,10.0,NW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-875,Source2,2,2016-06-22 11:13:07,2016-06-22 11:43:07,36.624298,-121.841774,,,0.0,Accident on CA-1 Southbound at Fremont Blvd.,California Ave,Seaside,Monterey,CA,93955,US,US/Pacific,KMRY,2016-06-22 11:01:00,57.9,,78.0,30.06,8.0,WNW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-876,Source2,2,2016-06-22 11:23:11,2016-06-22 11:53:11,37.318287,-121.831551,,,0.0,HOV lane blocked due to accident on US-101 Northbound before Exit 383 Tully Rd.,Bayshore Fwy S,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2016-06-22 11:50:00,77.0,,41.0,30.02,10.0,WNW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-877,Source2,2,2016-06-22 11:19:52,2016-06-22 12:04:52,38.510151,-121.459702,,,0.0,Accident on CA-99 Northbound at Exits 294A 294B 47th Ave.,CA-99 N,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2016-06-22 10:53:00,77.0,,43.0,29.93,10.0,SW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-878,Source2,3,2016-06-22 11:17:24,2016-06-22 12:02:24,38.644184,-121.38831299999998,,,0.0,Accident on I-80 Eastbound at Exits 94A 94B Watt Ave.,I-80 E,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,2016-06-22 11:15:00,80.6,,32.0,29.94,8.0,South,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-879,Source2,2,2016-06-22 11:24:03,2016-06-22 12:09:03,38.559532,-121.373085,,,0.0,Accident on US-50 Westbound at Exit 11 Watt Ave.,El Dorado Fwy W,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,2016-06-22 11:46:00,82.4,,32.0,29.93,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
